city,timestamp,pm2_5,pm10,no2,so2,o3,co,temp_c,humidity,windspeed_kph,pressure_mb
Mumbai,1772596800,88.88,121.74,7.07,24.46,130.31,405.63,28.07,56,28.62,1009
Mumbai,1772600400,96.08,130.36,7.69,24.28,139.75,445.09,28.07,56,28.62,1009
Mumbai,1772604000,111.49,146.64,7.0,24.01,163.36,489.48,28.07,56,28.62,1009
Mumbai,1772607600,134.68,170.74,5.04,23.28,195.17,527.06,28.07,56,28.62,1009
Mumbai,1772611200,157.04,194.44,3.36,21.86,223.7,558.45,28.07,56,28.62,1009
Mumbai,1772614800,173.84,212.53,2.71,20.94,246.14,580.62,28.07,56,28.62,1009
Mumbai,1772618400,181.97,221.14,2.57,19.99,262.32,581.29,28.07,56,28.62,1009
Mumbai,1772622000,178.32,216.84,2.68,18.32,265.71,551.48,28.07,56,28.62,1009
Mumbai,1772625600,169.04,207.62,3.08,17.41,259.51,511.93,28.07,56,28.62,1009
Mumbai,1772629200,156.5,195.32,3.71,18.88,247.74,467.05,28.07,56,28.62,1009
Mumbai,1772632800,147.01,186.67,3.26,20.87,233.99,433.56,28.07,56,28.62,1009
Mumbai,1772636400,137.99,176.77,2.56,22.39,222.02,409.83,28.07,56,28.62,1009
Mumbai,1772640000,120.01,154.78,2.31,22.62,208.1,371.41,28.07,56,28.62,1009
Mumbai,1772643600,105.95,138.11,2.36,21.34,196.41,349.72,28.07,56,28.62,1009
Mumbai,1772647200,93.94,123.21,2.56,20.27,186.66,338.86,28.07,56,28.62,1009
Mumbai,1772650800,83.87,110.46,2.93,20.14,176.65,333.64,28.07,56,28.62,1009
Mumbai,1772654400,77.68,103.46,3.35,20.95,166.52,336.52,28.07,56,28.62,1009
Mumbai,1772658000,75.33,101.96,3.74,22.5,158.18,342.54,28.07,56,28.62,1009
Mumbai,1772661600,76.41,104.74,3.89,23.66,152.13,347.62,28.07,56,28.62,1009
Mumbai,1772665200,78.83,109.04,3.82,23.73,148.51,350.01,28.07,56,28.62,1009
Mumbai,1772668800,79.67,111.91,3.83,24.0,144.73,350.99,28.07,56,28.62,1009
Mumbai,1772672400,78.06,113.62,4.05,24.87,139.69,352.38,28.07,56,28.62,1009
Mumbai,1772676000,77.08,115.59,4.55,25.17,133.75,362.23,28.07,56,28.62,1009
Mumbai,1772679600,76.41,116.97,6.46,25.58,127.88,376.66,28.07,56,28.62,1009
Mumbai,1772683200,77.32,118.84,7.94,26.32,126.67,399.0,28.07,56,28.62,1009
Mumbai,1772686800,83.28,126.44,8.48,27.57,139.1,426.41,28.07,56,28.62,1009
Mumbai,1772690400,98.72,145.55,7.28,28.95,166.05,453.12,28.07,56,28.62,1009
Mumbai,1772694000,119.91,171.39,4.92,29.46,197.99,468.99,28.07,56,28.62,1009
Mumbai,1772697600,135.89,191.17,3.18,28.7,222.98,476.11,28.07,56,28.62,1009
Mumbai,1772701200,142.18,199.39,2.51,27.64,239.81,469.2,28.07,56,28.62,1009
Mumbai,1772704800,138.48,196.27,2.33,25.76,246.79,440.8,28.07,56,28.62,1009
Mumbai,1772708400,126.03,182.02,2.39,22.33,240.07,395.82,28.07,56,28.62,1009
Mumbai,1772712000,109.17,160.0,2.76,19.02,224.67,348.09,28.07,56,28.62,1009
Mumbai,1772715600,90.49,133.19,3.55,17.55,205.16,299.1,28.07,56,28.62,1009
Mumbai,1772719200,77.08,112.21,3.23,15.78,188.4,270.12,28.07,56,28.62,1009
Mumbai,1772722800,66.63,96.53,2.55,13.85,175.24,249.87,28.07,56,28.62,1009
Mumbai,1772726400,58.29,85.23,2.32,12.07,164.64,235.59,28.07,56,28.62,1009
Mumbai,1772730000,53.84,79.74,2.37,10.95,157.51,231.48,28.07,56,28.62,1009
Mumbai,1772733600,51.91,77.34,2.47,10.34,152.92,233.67,28.07,56,28.62,1009
Mumbai,1772737200,50.18,74.59,2.47,9.74,147.87,235.15,28.07,56,28.62,1009
Mumbai,1772740800,48.57,71.67,2.41,9.13,142.52,236.97,28.07,56,28.62,1009
Mumbai,1772744400,47.09,69.16,2.35,8.62,136.56,238.1,28.07,56,28.62,1009
Mumbai,1772748000,45.48,66.57,2.31,8.49,131.48,236.04,28.07,56,28.62,1009
Mumbai,1772751600,44.97,65.8,2.48,9.39,127.74,238.16,28.07,56,28.62,1009
Mumbai,1772755200,46.11,67.97,2.94,11.87,125.35,246.94,28.07,56,28.62,1009
Mumbai,1772758800,48.59,71.92,3.75,16.59,123.0,265.26,28.07,56,28.62,1009
Mumbai,1772762400,50.18,73.99,4.52,19.09,119.03,281.95,28.07,56,28.62,1009
Mumbai,1772766000,49.71,72.61,6.12,19.6,114.46,292.34,28.07,56,28.62,1009
Mumbai,1772769600,48.89,70.74,7.0,19.81,112.49,303.72,28.07,56,28.62,1009
Mumbai,1772773200,50.64,72.45,7.11,20.04,117.94,321.02,28.07,56,28.62,1009
Mumbai,1772776800,57.59,80.12,6.29,20.35,132.65,340.43,28.07,56,28.62,1009
Mumbai,1772780400,69.19,92.46,4.41,19.89,152.32,350.15,28.07,56,28.62,1009
Mumbai,1772784000,77.68,101.16,2.55,18.35,166.92,345.61,28.07,56,28.62,1009
Mumbai,1772787600,77.79,100.72,1.66,16.24,172.17,326.35,28.07,56,28.62,1009
Mumbai,1772791200,70.32,92.02,1.32,13.42,169.51,291.82,28.07,56,28.62,1009
Mumbai,1772794800,59.68,79.9,1.2,10.42,160.75,253.21,28.07,56,28.62,1009
Mumbai,1772798400,50.33,69.24,1.25,8.16,151.86,223.73,28.07,56,28.62,1009
Mumbai,1772802000,43.09,61.26,1.42,6.66,144.23,204.16,28.07,56,28.62,1009
Mumbai,1772805600,37.43,55.19,1.35,5.57,137.56,190.8,28.07,56,28.62,1009
Pune,1772413200,49.68,92.32,2.4,6.35,98.77,220.9,30.62,14,7.02,1009
Pune,1772416800,51.32,93.07,3.02,8.25,96.67,234.06,30.62,14,7.02,1009
Pune,1772420400,51.98,92.22,3.92,11.18,97.53,241.37,30.62,14,7.02,1009
Pune,1772424000,50.7,86.81,4.24,14.29,104.37,234.52,30.62,14,7.02,1009
Pune,1772427600,51.56,84.15,3.7,15.37,116.2,232.1,30.62,14,7.02,1009
Pune,1772431200,56.73,87.72,2.55,15.96,131.55,232.85,30.62,14,7.02,1009
Pune,1772434800,62.22,92.45,1.66,15.59,145.24,231.35,30.62,14,7.02,1009
Pune,1772438400,62.7,91.19,1.19,13.45,149.26,222.91,30.62,14,7.02,1009
Pune,1772442000,63.5,91.31,1.06,11.54,151.47,218.67,30.62,14,7.02,1009
Pune,1772445600,64.18,92.57,1.11,10.19,155.09,214.5,30.62,14,7.02,1009
Pune,1772449200,64.18,94.56,1.36,9.11,159.22,210.41,30.62,14,7.02,1009
Pune,1772452800,62.23,95.43,1.79,8.04,159.74,204.74,30.62,14,7.02,1009
Pune,1772456400,59.29,95.51,2.25,7.26,154.46,201.21,30.62,14,7.02,1009
Pune,1772460000,56.42,95.27,2.17,6.85,146.94,199.82,30.62,14,7.02,1009
Pune,1772463600,54.09,94.28,2.01,6.94,139.41,201.59,30.62,14,7.02,1009
Pune,1772467200,53.72,94.21,2.18,7.64,132.78,210.77,30.62,14,7.02,1009
Pune,1772470800,54.4,95.14,2.52,8.54,126.17,225.27,30.62,14,7.02,1009
Pune,1772474400,54.69,95.73,2.85,9.17,118.17,237.7,30.62,14,7.02,1009
Pune,1772478000,53.98,95.13,2.99,9.19,108.71,243.08,30.62,14,7.02,1009
Pune,1772481600,54.21,95.04,3.04,8.98,100.96,251.42,30.62,14,7.02,1009
Pune,1772485200,55.54,95.18,3.14,9.03,95.26,263.46,30.62,14,7.02,1009
Pune,1772488800,57.29,94.64,3.3,8.66,90.53,277.78,30.62,14,7.02,1009
Pune,1772492400,58.96,93.8,3.53,7.95,85.86,293.9,30.62,14,7.02,1009
Pune,1772496000,61.26,93.93,3.8,7.71,82.09,312.17,30.62,14,7.02,1009
Pune,1772499600,64.59,95.32,4.24,8.29,78.88,334.25,30.62,14,7.02,1009
Pune,1772503200,68.44,98.62,5.06,10.79,77.38,361.12,30.62,14,7.02,1009
Pune,1772506800,72.24,102.77,6.12,15.32,79.06,385.77,30.62,14,7.02,1009
Pune,1772510400,77.84,108.03,6.52,20.13,87.41,411.05,30.62,14,7.02,1009
Pune,1772514000,85.98,114.85,5.97,21.33,105.74,434.78,30.62,14,7.02,1009
Pune,1772517600,100.54,128.32,4.38,21.7,135.58,451.02,30.62,14,7.02,1009
Pune,1772521200,120.77,148.38,3.15,21.96,165.68,460.56,30.62,14,7.02,1009
Pune,1772524800,132.33,159.13,2.51,20.46,185.69,445.77,30.62,14,7.02,1009
Pune,1772528400,134.1,159.67,2.25,18.33,198.1,421.62,30.62,14,7.02,1009
Pune,1772532000,131.1,156.53,2.25,17.44,207.5,397.75,30.62,14,7.02,1009
Pune,1772535600,124.95,151.94,2.56,18.05,213.48,376.19,30.62,14,7.02,1009
Pune,1772539200,114.74,143.94,3.11,18.59,211.41,353.54,30.62,14,7.02,1009
Pune,1772542800,104.14,134.59,3.69,18.94,200.91,335.15,30.62,14,7.02,1009
Pune,1772546400,97.61,129.07,3.66,18.07,185.52,330.41,30.62,14,7.02,1009
Pune,1772550000,95.44,127.3,3.55,17.54,172.33,338.22,30.62,14,7.02,1009
Pune,1772553600,97.74,128.56,4.0,16.66,161.74,361.67,30.62,14,7.02,1009
Pune,1772557200,101.49,131.72,4.57,15.21,152.43,390.29,30.62,14,7.02,1009
Pune,1772560800,104.94,135.08,4.84,14.48,145.36,410.57,30.62,14,7.02,1009
Pune,1772564400,107.82,137.66,4.73,13.51,138.68,421.28,30.62,14,7.02,1009
Pune,1772568000,111.16,140.03,4.56,11.52,132.39,438.15,30.62,14,7.02,1009
Pune,1772571600,114.71,142.11,4.57,9.83,125.66,463.44,30.62,14,7.02,1009
Pune,1772575200,118.14,144.16,4.6,9.02,118.99,493.25,30.62,14,7.02,1009
Pune,1772578800,120.23,145.0,4.65,7.9,111.26,518.16,30.62,14,7.02,1009
Pune,1772582400,120.07,143.33,4.82,6.05,102.38,535.75,30.62,14,7.02,1009
Pune,1772586000,116.51,138.22,5.19,4.27,92.68,540.08,30.62,14,7.02,1009
Pune,1772589600,112.49,133.47,6.26,3.57,84.46,552.2,30.62,14,7.02,1009
Pune,1772593200,108.33,129.28,7.81,3.42,79.41,564.29,30.62,14,7.02,1009
Pune,1772596800,101.11,121.77,7.44,3.58,89.76,543.8,30.62,14,7.02,1009
Pune,1772600400,96.68,116.52,5.83,3.65,114.42,514.09,30.62,14,7.02,1009
Pune,1772604000,100.32,119.37,4.11,3.86,142.63,499.19,30.62,14,7.02,1009
Pune,1772607600,111.85,130.5,3.23,4.56,167.21,502.21,30.62,14,7.02,1009
Pune,1772611200,122.31,140.76,2.71,5.08,181.03,499.21,30.62,14,7.02,1009
Pune,1772614800,130.12,149.38,2.48,5.52,190.41,494.12,30.62,14,7.02,1009
Pune,1772618400,139.42,160.87,2.48,6.6,202.47,495.26,30.62,14,7.02,1009
Pune,1772622000,147.69,171.64,2.95,8.36,218.97,501.58,30.62,14,7.02,1009
Pune,1772625600,149.82,175.99,3.77,11.09,236.81,499.59,30.62,14,7.02,1009
Pune,1772629200,143.61,171.06,4.43,14.0,248.58,487.51,30.62,14,7.02,1009
Pune,1772632800,141.45,170.41,4.08,15.24,248.92,495.46,30.62,14,7.02,1009
Pune,1772636400,141.83,171.96,3.64,16.34,242.12,510.73,30.62,14,7.02,1009
Pune,1772640000,139.43,168.25,3.98,16.59,224.11,520.83,30.62,14,7.02,1009
Pune,1772643600,137.26,165.26,4.6,17.21,205.61,534.09,30.62,14,7.02,1009
Pune,1772647200,137.99,165.41,5.08,19.1,191.98,542.16,30.62,14,7.02,1009
Pune,1772650800,144.51,170.86,5.11,20.29,183.28,547.16,30.62,14,7.02,1009
Pune,1772654400,149.55,175.08,4.93,18.04,170.53,560.62,30.62,14,7.02,1009
Pune,1772658000,152.81,177.66,4.86,13.67,155.48,580.44,30.62,14,7.02,1009
Pune,1772661600,153.22,177.35,4.65,8.91,142.17,593.94,30.62,14,7.02,1009
Pune,1772665200,149.76,172.98,4.62,6.1,131.07,605.31,30.62,14,7.02,1009
Pune,1772668800,143.21,165.12,4.93,4.39,118.58,612.49,30.62,14,7.02,1009
Pune,1772672400,131.18,151.52,5.61,3.38,105.26,612.7,30.62,14,7.02,1009
Pune,1772676000,118.34,138.16,6.9,3.1,94.1,616.48,30.62,14,7.02,1009
Pune,1772679600,108.6,128.47,8.37,3.3,89.06,618.15,30.62,14,7.02,1009
Pune,1772683200,97.34,116.9,7.77,3.98,100.94,586.72,30.62,14,7.02,1009
Pune,1772686800,88.62,107.2,5.93,4.25,125.0,551.98,30.62,14,7.02,1009
Pune,1772690400,86.89,104.53,4.08,4.52,151.9,528.01,30.62,14,7.02,1009
Pune,1772694000,93.0,110.74,3.22,5.41,177.22,511.98,30.62,14,7.02,1009
Pune,1772697600,99.16,117.71,2.72,6.35,192.78,482.98,30.62,14,7.02,1009
Pune,1772701200,106.03,126.87,2.53,7.76,206.12,459.17,30.62,14,7.02,1009
Pune,1772704800,115.69,141.5,2.6,11.73,226.08,445.64,30.62,14,7.02,1009
Pune,1772708400,127.17,158.76,3.19,16.73,248.65,450.68,30.62,14,7.02,1009
Pune,1772712000,133.39,169.93,4.13,20.94,264.55,452.6,30.62,14,7.02,1009
Pune,1772715600,121.18,157.74,4.88,22.06,259.36,418.64,30.62,14,7.02,1009
Pune,1772719200,106.5,141.37,4.64,21.49,236.58,382.89,30.62,14,7.02,1009
Pune,1772722800,95.11,128.49,4.4,21.52,210.18,358.47,30.62,14,7.02,1009
Pune,1772726400,85.12,116.05,4.69,21.77,184.99,344.27,30.62,14,7.02,1009
Pune,1772730000,78.2,107.13,5.34,22.6,164.59,344.49,30.62,14,7.02,1009
Pune,1772733600,71.75,99.41,6.16,23.8,147.29,346.79,30.62,14,7.02,1009
Pune,1772737200,65.97,92.44,6.69,24.48,133.48,344.79,30.62,14,7.02,1009
Pune,1772740800,61.61,86.78,6.8,24.25,122.75,345.78,30.62,14,7.02,1009
Pune,1772744400,58.51,82.42,6.72,23.13,114.03,349.89,30.62,14,7.02,1009
Pune,1772748000,56.58,79.33,6.66,21.36,105.85,359.52,30.62,14,7.02,1009
Pune,1772751600,55.8,77.91,6.68,19.16,97.96,372.6,30.62,14,7.02,1009
Pune,1772755200,55.64,77.85,6.83,17.29,91.17,386.77,30.62,14,7.02,1009
Pune,1772758800,55.59,78.08,7.28,15.14,84.34,400.91,30.62,14,7.02,1009
Pune,1772762400,56.32,79.76,8.85,13.51,77.7,426.54,30.62,14,7.02,1009
Pune,1772766000,57.69,82.45,10.91,12.59,73.97,461.68,30.62,14,7.02,1009
Pune,1772769600,59.61,85.46,11.0,11.67,83.51,485.02,30.62,14,7.02,1009
Pune,1772773200,64.76,91.33,9.1,10.99,111.52,491.21,30.62,14,7.02,1009
Pune,1772776800,77.06,104.06,6.08,11.2,150.4,487.99,30.62,14,7.02,1009
Pune,1772780400,93.88,121.93,4.2,12.77,186.05,481.78,30.62,14,7.02,1009
Pune,1772784000,104.72,133.64,3.25,14.1,206.98,458.09,30.62,14,7.02,1009
Pune,1772787600,108.85,139.06,2.79,15.29,219.48,428.16,30.62,14,7.02,1009
Pune,1772791200,109.49,141.56,2.69,17.37,229.33,400.29,30.62,14,7.02,1009
Pune,1772794800,110.04,143.14,3.06,19.19,236.52,391.09,30.62,14,7.02,1009
Pune,1772798400,104.2,136.11,3.73,19.79,233.93,377.73,30.62,14,7.02,1009
Pune,1772802000,87.14,115.36,4.23,18.78,216.44,333.57,30.62,14,7.02,1009
Pune,1772805600,76.37,101.74,3.98,17.86,197.76,309.37,30.62,14,7.02,1009
Ahmedabad,1772413200,43.6,83.7,5.36,1.36,54.91,259.43,30.13,18,14.4,1009
Ahmedabad,1772416800,44.17,87.42,7.18,1.5,48.68,281.62,30.13,18,14.4,1009
Ahmedabad,1772420400,45.12,92.78,8.79,1.7,44.64,307.15,30.13,18,14.4,1009
Ahmedabad,1772424000,45.8,99.88,7.55,1.98,51.6,313.18,30.13,18,14.4,1009
Ahmedabad,1772427600,47.04,106.08,6.03,2.15,67.23,304.25,30.13,18,14.4,1009
Ahmedabad,1772431200,52.24,115.56,4.28,2.08,92.31,295.07,30.13,18,14.4,1009
Ahmedabad,1772434800,47.38,117.22,1.37,4.25,128.34,190.02,30.13,18,14.4,1009
Ahmedabad,1772438400,44.83,105.08,0.99,5.38,135.66,166.01,30.13,18,14.4,1009
Ahmedabad,1772442000,44.57,99.0,1.02,5.89,139.23,162.78,30.13,18,14.4,1009
Ahmedabad,1772445600,46.48,98.46,1.4,6.36,142.03,169.98,30.13,18,14.4,1009
Ahmedabad,1772449200,49.87,101.86,2.34,6.8,141.73,187.44,30.13,18,14.4,1009
Ahmedabad,1772452800,52.93,105.65,3.86,7.38,139.53,207.97,30.13,18,14.4,1009
Ahmedabad,1772456400,56.76,110.24,7.54,8.05,128.41,251.23,30.13,18,14.4,1009
Ahmedabad,1772460000,61.88,116.11,10.9,8.93,113.55,313.94,30.13,18,14.4,1009
Ahmedabad,1772463600,67.33,122.28,12.87,9.89,104.32,369.99,30.13,18,14.4,1009
Ahmedabad,1772467200,71.75,126.0,13.4,10.43,97.65,406.56,30.13,18,14.4,1009
Ahmedabad,1772470800,75.65,129.41,13.42,9.95,90.34,436.63,30.13,18,14.4,1009
Ahmedabad,1772474400,76.92,128.82,13.11,8.18,80.33,449.02,30.13,18,14.4,1009
Ahmedabad,1772478000,74.46,122.15,11.67,5.75,69.64,432.13,30.13,18,14.4,1009
Ahmedabad,1772481600,71.52,115.84,9.93,4.13,62.9,412.23,30.13,18,14.4,1009
Ahmedabad,1772485200,67.97,109.47,8.43,3.08,58.41,390.82,30.13,18,14.4,1009
Ahmedabad,1772488800,63.65,102.41,7.39,2.3,54.29,369.86,30.13,18,14.4,1009
Ahmedabad,1772492400,60.52,97.8,6.97,1.74,49.95,360.39,30.13,18,14.4,1009
Ahmedabad,1772496000,58.53,95.47,7.07,1.38,45.1,360.49,30.13,18,14.4,1009
Ahmedabad,1772499600,54.64,101.21,7.91,1.3,41.22,356.91,30.13,18,14.4,1009
Ahmedabad,1772503200,54.94,105.67,10.34,1.61,36.21,383.21,30.13,18,14.4,1009
Ahmedabad,1772506800,55.41,112.88,12.14,1.95,36.39,410.62,30.13,18,14.4,1009
Ahmedabad,1772510400,55.3,126.2,9.45,2.45,56.35,385.97,30.13,18,14.4,1009
Ahmedabad,1772514000,57.09,133.16,8.02,2.56,72.6,382.19,30.13,18,14.4,1009
Ahmedabad,1772517600,63.57,147.26,5.94,2.68,102.12,373.0,30.13,18,14.4,1009
Ahmedabad,1772521200,49.12,126.22,1.45,5.96,135.63,188.4,30.13,18,14.4,1009
Ahmedabad,1772524800,41.9,98.04,1.0,5.59,138.89,159.82,30.13,18,14.4,1009
Ahmedabad,1772528400,40.8,90.85,1.0,5.3,140.81,156.72,30.13,18,14.4,1009
Ahmedabad,1772532000,41.61,90.12,1.43,5.08,141.76,162.38,30.13,18,14.4,1009
Ahmedabad,1772535600,42.78,91.32,2.44,4.89,139.57,174.61,30.13,18,14.4,1009
Ahmedabad,1772539200,43.57,92.58,4.07,4.82,135.93,189.6,30.13,18,14.4,1009
Ahmedabad,1772542800,45.03,94.9,7.33,4.95,124.35,220.04,30.13,18,14.4,1009
Ahmedabad,1772546400,47.21,97.73,10.16,5.16,107.56,262.51,30.13,18,14.4,1009
Ahmedabad,1772550000,49.37,100.5,11.87,5.29,94.76,299.75,30.13,18,14.4,1009
Ahmedabad,1772553600,50.96,101.43,12.67,5.29,83.55,327.99,30.13,18,14.4,1009
Ahmedabad,1772557200,53.12,103.43,13.32,5.18,74.05,359.8,30.13,18,14.4,1009
Ahmedabad,1772560800,54.36,103.84,13.68,4.71,65.37,382.18,30.13,18,14.4,1009
Ahmedabad,1772564400,53.94,101.31,13.02,3.91,57.18,385.39,30.13,18,14.4,1009
Ahmedabad,1772568000,53.43,99.57,12.0,3.11,50.27,387.47,30.13,18,14.4,1009
Ahmedabad,1772571600,52.27,97.7,10.93,2.45,44.8,386.05,30.13,18,14.4,1009
Ahmedabad,1772575200,50.0,95.05,9.61,2.01,41.96,374.77,30.13,18,14.4,1009
Ahmedabad,1772578800,48.27,93.42,8.51,1.69,41.2,365.21,30.13,18,14.4,1009
Ahmedabad,1772582400,47.14,93.42,7.76,1.56,43.1,358.42,30.13,18,14.4,1009
Ahmedabad,1772586000,45.73,96.09,7.01,1.79,49.82,337.87,30.13,18,14.4,1009
Ahmedabad,1772589600,45.47,99.09,8.05,2.1,51.29,340.62,30.13,18,14.4,1009
Ahmedabad,1772593200,45.75,104.0,9.22,2.38,53.26,352.3,30.13,18,14.4,1009
Ahmedabad,1772596800,45.99,113.96,7.27,2.58,68.43,330.23,30.13,18,14.4,1009
Ahmedabad,1772600400,47.78,123.39,5.56,2.68,86.96,311.2,30.13,18,14.4,1009
Ahmedabad,1772604000,53.13,137.44,3.79,2.76,112.11,294.4,30.13,18,14.4,1009
Ahmedabad,1772607600,42.26,113.57,1.17,3.6,133.46,173.31,30.13,18,14.4,1009
Ahmedabad,1772611200,35.9,88.95,0.84,3.3,135.68,149.07,30.13,18,14.4,1009
Ahmedabad,1772614800,34.9,82.93,0.85,3.31,137.2,146.18,30.13,18,14.4,1009
Ahmedabad,1772618400,35.3,82.3,1.03,3.21,139.13,148.17,30.13,18,14.4,1009
Ahmedabad,1772622000,36.2,83.53,1.51,3.11,138.76,154.08,30.13,18,14.4,1009
Ahmedabad,1772625600,36.98,84.86,2.3,3.12,137.13,161.74,30.13,18,14.4,1009
Ahmedabad,1772629200,38.2,86.08,4.55,3.26,127.61,182.97,30.13,18,14.4,1009
Ahmedabad,1772632800,39.67,86.71,6.84,3.46,113.76,214.88,30.13,18,14.4,1009
Ahmedabad,1772636400,40.8,86.57,8.09,3.69,103.73,242.04,30.13,18,14.4,1009
Ahmedabad,1772640000,40.93,84.44,8.62,3.8,94.96,257.9,30.13,18,14.4,1009
Ahmedabad,1772643600,41.01,82.6,9.03,3.81,88.25,272.47,30.13,18,14.4,1009
Ahmedabad,1772647200,40.15,79.08,9.05,3.58,82.74,277.39,30.13,18,14.4,1009
Ahmedabad,1772650800,38.27,72.97,8.07,3.25,79.27,266.62,30.13,18,14.4,1009
Ahmedabad,1772654400,36.77,67.19,6.53,3.12,79.58,254.53,30.13,18,14.4,1009
Ahmedabad,1772658000,35.22,61.74,4.94,3.14,83.28,239.21,30.13,18,14.4,1009
Ahmedabad,1772661600,33.03,57.9,3.34,3.35,92.02,215.06,30.13,18,14.4,1009
Ahmedabad,1772665200,31.8,56.62,2.69,3.38,95.38,201.66,30.13,18,14.4,1009
Ahmedabad,1772668800,31.14,57.91,2.53,3.28,94.98,194.41,30.13,18,14.4,1009
Ahmedabad,1772672400,30.48,60.03,2.84,3.17,92.31,191.24,30.13,18,14.4,1009
Ahmedabad,1772676000,29.55,61.29,3.91,3.2,88.29,194.74,30.13,18,14.4,1009
Ahmedabad,1772679600,27.85,60.76,4.93,3.34,85.94,197.07,30.13,18,14.4,1009
Ahmedabad,1772683200,25.34,58.66,4.28,3.46,89.93,188.15,30.13,18,14.4,1009
Ahmedabad,1772686800,23.55,56.24,3.24,3.45,98.47,177.34,30.13,18,14.4,1009
Ahmedabad,1772690400,23.22,55.52,2.25,3.41,111.61,165.7,30.13,18,14.4,1009
Ahmedabad,1772694000,25.49,43.36,0.99,2.01,127.88,151.2,30.13,18,14.4,1009
Ahmedabad,1772697600,26.31,39.16,0.77,1.56,130.32,148.68,30.13,18,14.4,1009
Ahmedabad,1772701200,26.53,38.85,0.79,1.51,131.12,149.17,30.13,18,14.4,1009
Ahmedabad,1772704800,27.25,40.02,0.96,1.58,133.15,153.3,30.13,18,14.4,1009
Ahmedabad,1772708400,28.12,41.62,1.38,1.7,133.34,159.24,30.13,18,14.4,1009
Ahmedabad,1772712000,28.75,42.77,2.06,1.83,131.93,166.43,30.13,18,14.4,1009
Ahmedabad,1772715600,29.43,43.98,3.53,2.05,126.43,180.37,30.13,18,14.4,1009
Ahmedabad,1772719200,30.32,45.14,4.8,2.4,118.55,200.78,30.13,18,14.4,1009
Ahmedabad,1772722800,31.0,45.52,5.4,2.86,113.33,217.91,30.13,18,14.4,1009
Ahmedabad,1772726400,30.62,44.37,5.53,3.32,107.21,225.8,30.13,18,14.4,1009
Ahmedabad,1772730000,29.99,43.05,5.38,3.82,103.78,230.86,30.13,18,14.4,1009
Ahmedabad,1772733600,28.39,40.46,4.88,4.27,101.12,227.1,30.13,18,14.4,1009
Ahmedabad,1772737200,25.59,36.66,4.07,4.58,96.69,213.64,30.13,18,14.4,1009
Ahmedabad,1772740800,23.34,34.03,3.59,4.6,91.22,206.05,30.13,18,14.4,1009
Ahmedabad,1772744400,21.45,32.08,3.21,4.31,86.15,199.13,30.13,18,14.4,1009
Ahmedabad,1772748000,19.71,30.28,2.93,3.85,81.08,191.35,30.13,18,14.4,1009
Ahmedabad,1772751600,18.51,29.2,2.81,3.41,76.99,186.12,30.13,18,14.4,1009
Ahmedabad,1772755200,17.72,28.77,2.86,3.03,73.59,182.05,30.13,18,14.4,1009
Ahmedabad,1772758800,17.19,28.95,3.25,2.75,69.93,179.9,30.13,18,14.4,1009
Ahmedabad,1772762400,17.19,30.37,4.38,2.69,66.5,185.73,30.13,18,14.4,1009
Ahmedabad,1772766000,17.51,32.53,5.45,2.72,64.1,194.35,30.13,18,14.4,1009
Ahmedabad,1772769600,17.95,34.96,4.97,2.73,65.59,196.27,30.13,18,14.4,1009
Ahmedabad,1772773200,18.97,37.99,4.04,2.72,73.73,193.93,30.13,18,14.4,1009
Ahmedabad,1772776800,21.77,42.82,2.85,2.65,89.6,188.37,30.13,18,14.4,1009
Ahmedabad,1772780400,20.83,40.16,1.27,2.14,115.31,147.56,30.13,18,14.4,1009
Ahmedabad,1772784000,20.45,38.4,0.99,1.81,122.17,135.1,30.13,18,14.4,1009
Ahmedabad,1772787600,20.99,39.71,1.03,1.75,124.95,133.68,30.13,18,14.4,1009
Ahmedabad,1772791200,21.87,41.22,1.45,1.75,128.35,139.89,30.13,18,14.4,1009
Ahmedabad,1772794800,22.72,42.57,2.43,1.79,128.64,152.06,30.13,18,14.4,1009
Ahmedabad,1772798400,23.76,44.61,4.05,1.96,126.81,168.52,30.13,18,14.4,1009
Ahmedabad,1772802000,25.49,47.89,7.59,2.37,116.51,203.75,30.13,18,14.4,1009
Ahmedabad,1772805600,27.83,51.8,10.55,3.0,100.83,251.42,30.13,18,14.4,1009
Surat,1772413200,41.58,97.29,0.88,2.1,100.43,160.9,29.59,28,12.888,1009
Surat,1772416800,41.69,96.89,1.2,2.17,96.99,168.82,29.59,28,12.888,1009
Surat,1772420400,42.17,97.31,1.82,2.29,94.12,177.65,29.59,28,12.888,1009
Surat,1772424000,43.16,97.72,2.18,2.45,93.42,185.98,29.59,28,12.888,1009
Surat,1772427600,44.69,99.02,1.97,2.61,96.44,192.12,29.59,28,12.888,1009
Surat,1772431200,47.79,101.49,1.57,3.13,102.75,198.79,29.59,28,12.888,1009
Surat,1772434800,52.39,105.46,1.39,4.32,109.99,204.58,29.59,28,12.888,1009
Surat,1772438400,57.24,109.67,1.6,6.31,115.82,210.43,29.59,28,12.888,1009
Surat,1772442000,63.99,115.24,2.2,9.74,122.29,219.15,29.59,28,12.888,1009
Surat,1772445600,71.42,120.61,2.98,14.37,130.3,232.26,29.59,28,12.888,1009
Surat,1772449200,77.04,122.93,3.79,18.19,136.55,246.58,29.59,28,12.888,1009
Surat,1772452800,79.97,122.2,4.86,21.46,140.32,257.23,29.59,28,12.888,1009
