city,timestamp,pm2_5,pm10,no2,so2,o3,co,temp_c,humidity,windspeed_kph,pressure_mb
Tokyo,1772542800,2.12,3.12,12.64,4.02,98.64,176.45,12.52,66,24.408,1014
Tokyo,1772546400,2.02,3.14,12.44,3.7,97.11,174.21,12.52,66,24.408,1014
Tokyo,1772550000,1.88,3.15,11.77,3.26,96.03,171.43,12.52,66,24.408,1014
Tokyo,1772553600,1.76,3.37,10.33,2.99,96.14,169.12,12.52,66,24.408,1014
Tokyo,1772557200,1.42,2.99,8.51,2.69,95.88,166.55,12.52,66,24.408,1014
Tokyo,1772560800,1.0,2.26,6.5,2.27,97.06,163.25,12.52,66,24.408,1014
Tokyo,1772564400,0.72,1.72,4.71,1.9,99.5,160.5,12.52,66,24.408,1014
Tokyo,1772568000,0.66,1.49,3.83,1.83,100.4,158.99,12.52,66,24.408,1014
Tokyo,1772571600,0.64,1.37,3.52,1.86,100.23,157.92,12.52,66,24.408,1014
Tokyo,1772575200,0.65,1.56,3.79,2.2,99.96,158.09,12.52,66,24.408,1014
Tokyo,1772578800,0.73,1.75,4.8,2.93,99.44,159.9,12.52,66,24.408,1014
Tokyo,1772582400,0.91,1.92,5.34,3.67,99.62,163.0,12.52,66,24.408,1014
Tokyo,1772586000,1.2,2.13,5.11,4.19,101.93,163.7,12.52,66,24.408,1014
Tokyo,1772589600,1.76,2.65,4.91,4.84,104.62,163.26,12.52,66,24.408,1014
Tokyo,1772593200,2.62,3.56,4.99,5.49,107.31,163.61,12.52,66,24.408,1014
Tokyo,1772596800,3.37,4.31,4.29,5.31,112.2,162.56,12.52,66,24.408,1014
Tokyo,1772600400,3.56,4.5,3.0,4.29,117.07,157.42,12.52,66,24.408,1014
Tokyo,1772604000,3.37,4.4,2.1,3.4,119.83,152.42,12.52,66,24.408,1014
Tokyo,1772607600,3.03,4.19,1.76,2.9,121.9,150.06,12.52,66,24.408,1014
Tokyo,1772611200,2.73,4.01,2.22,3.06,120.84,149.63,12.52,66,24.408,1014
Tokyo,1772614800,2.43,3.86,3.26,3.58,117.31,150.98,12.52,66,24.408,1014
Tokyo,1772618400,2.16,3.62,4.52,4.4,112.48,153.17,12.52,66,24.408,1014
Tokyo,1772622000,1.92,3.21,5.4,5.0,109.35,156.34,12.52,66,24.408,1014
Tokyo,1772625600,1.69,2.83,5.74,5.18,107.09,157.43,12.52,66,24.408,1014
Tokyo,1772629200,1.42,2.47,5.45,5.01,104.92,155.71,12.52,66,24.408,1014
Tokyo,1772632800,1.2,2.22,5.03,4.81,104.33,155.06,12.52,66,24.408,1014
Tokyo,1772636400,1.07,2.04,4.46,4.53,104.85,154.35,12.52,66,24.408,1014
Tokyo,1772640000,0.96,1.89,3.89,4.17,105.58,153.04,12.52,66,24.408,1014
Tokyo,1772643600,0.89,1.87,3.74,4.21,105.88,152.92,12.52,66,24.408,1014
Tokyo,1772647200,0.86,1.92,3.75,4.45,105.99,152.86,12.52,66,24.408,1014
Tokyo,1772650800,0.85,1.97,3.95,4.89,105.71,153.23,12.52,66,24.408,1014
Tokyo,1772654400,0.84,2.04,4.32,5.63,105.29,154.23,12.52,66,24.408,1014
Tokyo,1772658000,0.86,2.13,4.67,6.41,104.79,155.04,12.52,66,24.408,1014
Tokyo,1772661600,0.87,2.22,5.45,7.13,104.27,155.17,12.52,66,24.408,1014
Tokyo,1772665200,0.9,2.28,6.42,7.67,105.24,156.0,12.52,66,24.408,1014
Tokyo,1772668800,0.99,2.4,6.08,8.13,106.59,156.07,12.52,66,24.408,1014
Tokyo,1772672400,1.22,2.67,5.38,8.37,109.13,155.53,12.52,66,24.408,1014
Tokyo,1772676000,1.65,3.15,4.57,8.39,112.62,154.3,12.52,66,24.408,1014
Tokyo,1772679600,2.32,3.9,3.94,8.55,116.66,153.88,12.52,66,24.408,1014
Tokyo,1772683200,3.21,4.9,3.04,8.31,122.42,153.31,12.52,66,24.408,1014
Tokyo,1772686800,4.05,5.84,2.19,7.68,127.38,152.02,12.52,66,24.408,1014
Tokyo,1772690400,4.55,6.42,1.74,7.07,130.53,151.48,12.52,66,24.408,1014
Tokyo,1772694000,4.72,6.63,1.58,6.42,132.1,151.14,12.52,66,24.408,1014
Tokyo,1772697600,4.64,6.55,1.69,5.95,131.82,150.57,12.52,66,24.408,1014
Tokyo,1772701200,4.48,6.38,1.89,5.75,130.34,150.18,12.52,66,24.408,1014
Tokyo,1772704800,4.41,6.36,2.16,6.24,128.7,151.02,12.52,66,24.408,1014
Tokyo,1772708400,4.52,6.67,3.6,8.09,124.93,154.77,12.52,66,24.408,1014
Tokyo,1772712000,4.66,7.15,6.71,11.1,116.8,161.2,12.52,66,24.408,1014
Tokyo,1772715600,5.31,8.22,11.42,14.41,105.46,167.67,12.52,66,24.408,1014
Tokyo,1772719200,6.27,9.57,16.14,17.03,94.9,174.06,12.52,66,24.408,1014
Tokyo,1772722800,6.82,10.39,19.24,18.36,87.14,178.72,12.52,66,24.408,1014
Tokyo,1772726400,6.95,10.65,19.76,18.3,82.6,179.77,12.52,66,24.408,1014
Tokyo,1772730000,6.94,10.74,18.67,17.47,80.95,178.84,12.52,66,24.408,1014
Tokyo,1772733600,6.91,10.82,16.79,16.36,81.19,176.53,12.52,66,24.408,1014
Tokyo,1772737200,6.8,10.88,14.86,15.2,82.61,174.03,12.52,66,24.408,1014
Tokyo,1772740800,6.68,10.94,13.71,14.33,84.02,172.34,12.52,66,24.408,1014
Tokyo,1772744400,6.58,11.05,13.49,13.8,84.88,171.95,12.52,66,24.408,1014
Tokyo,1772748000,6.43,11.08,14.68,13.37,85.76,171.94,12.52,66,24.408,1014
Tokyo,1772751600,6.09,10.93,17.29,12.93,89.08,172.79,12.52,66,24.408,1014
Tokyo,1772755200,5.85,10.89,16.99,12.67,92.02,174.27,12.52,66,24.408,1014
Tokyo,1772758800,5.69,10.85,16.95,12.46,94.33,174.76,12.52,66,24.408,1014
Tokyo,1772762400,5.76,11.07,17.52,12.23,95.95,174.88,12.52,66,24.408,1014
Tokyo,1772766000,5.55,11.09,17.51,11.85,97.75,173.14,12.52,66,24.408,1014
Tokyo,1772769600,5.67,11.56,16.46,11.5,101.19,172.08,12.52,66,24.408,1014
Tokyo,1772773200,5.88,12.03,15.04,11.2,103.88,171.03,12.52,66,24.408,1014
Tokyo,1772776800,6.03,12.36,14.04,10.79,105.92,171.22,12.52,66,24.408,1014
Tokyo,1772780400,6.27,12.74,13.86,10.07,107.51,171.52,12.52,66,24.408,1014
Tokyo,1772784000,6.33,12.75,12.08,8.31,109.77,167.31,12.52,66,24.408,1014
Tokyo,1772787600,6.08,12.36,7.03,5.87,115.19,160.83,12.52,66,24.408,1014
Tokyo,1772791200,5.82,12.06,2.77,3.75,121.39,155.66,12.52,66,24.408,1014
Tokyo,1772794800,5.81,12.22,1.79,3.3,123.04,153.65,12.52,66,24.408,1014
Tokyo,1772798400,5.77,12.46,1.39,3.17,123.27,152.56,12.52,66,24.408,1014
Tokyo,1772802000,5.59,11.65,1.18,3.23,122.87,151.53,12.52,66,24.408,1014
Tokyo,1772805600,5.29,9.95,1.05,2.94,122.37,150.14,12.52,66,24.408,1014
Sydney,1772377200,3.5,5.11,4.53,1.18,14.27,66.2,23.9,88,5.292,1013
Sydney,1772380800,3.87,5.44,4.42,1.14,13.23,66.4,23.9,88,5.292,1013
Sydney,1772384400,4.23,5.73,4.4,1.13,12.88,66.6,23.9,88,5.292,1013
Sydney,1772388000,4.55,5.98,4.45,1.17,13.24,66.94,23.9,88,5.292,1013
Sydney,1772391600,4.76,6.13,4.61,1.29,14.34,67.38,23.9,88,5.292,1013
Sydney,1772395200,4.88,6.22,5.17,1.52,15.67,69.18,23.9,88,5.292,1013
Sydney,1772398800,4.86,6.17,6.09,1.94,17.74,72.08,23.9,88,5.292,1013
Sydney,1772402400,4.65,5.95,6.58,2.54,20.97,74.6,23.9,88,5.292,1013
Sydney,1772406000,4.32,5.65,6.17,2.91,23.45,75.08,23.9,88,5.292,1013
Sydney,1772409600,3.74,5.06,5.54,3.39,28.75,73.44,23.9,88,5.292,1013
Sydney,1772413200,3.1,4.27,4.49,3.8,38.57,70.89,23.9,88,5.292,1013
Sydney,1772416800,3.3,4.61,3.79,3.94,45.28,70.58,23.9,88,5.292,1013
Sydney,1772420400,4.07,5.78,3.0,4.15,53.17,70.36,23.9,88,5.292,1013
Sydney,1772424000,5.02,6.92,2.54,4.49,59.12,71.07,23.9,88,5.292,1013
Sydney,1772427600,5.57,7.42,2.44,4.31,60.67,71.66,23.9,88,5.292,1013
Sydney,1772431200,5.53,7.38,2.56,3.92,59.36,71.32,23.9,88,5.292,1013
Sydney,1772434800,4.97,6.87,2.84,3.49,55.21,69.88,23.9,88,5.292,1013
Sydney,1772438400,4.42,6.19,3.28,3.23,50.11,68.98,23.9,88,5.292,1013
Sydney,1772442000,3.96,5.4,3.68,3.02,44.59,68.91,23.9,88,5.292,1013
Sydney,1772445600,3.38,4.51,3.91,2.73,39.13,68.03,23.9,88,5.292,1013
Sydney,1772449200,2.81,3.71,4.04,2.38,34.18,66.93,23.9,88,5.292,1013
Sydney,1772452800,2.45,3.22,4.22,2.17,29.99,65.6,23.9,88,5.292,1013
Sydney,1772456400,2.31,3.01,4.55,2.06,26.47,64.33,23.9,88,5.292,1013
Sydney,1772460000,2.29,2.94,5.02,2.07,23.77,63.61,23.9,88,5.292,1013
Sydney,1772463600,2.29,2.86,5.6,2.09,21.91,63.38,23.9,88,5.292,1013
Sydney,1772467200,2.38,2.9,6.24,2.14,20.48,63.61,23.9,88,5.292,1013
Sydney,1772470800,2.51,3.14,6.8,2.24,19.28,63.98,23.9,88,5.292,1013
Sydney,1772474400,2.65,3.43,7.18,2.35,18.58,64.18,23.9,88,5.292,1013
Sydney,1772478000,2.71,3.52,7.35,2.36,18.1,64.09,23.9,88,5.292,1013
Sydney,1772481600,2.72,3.42,7.52,2.24,17.14,64.68,23.9,88,5.292,1013
Sydney,1772485200,2.72,3.29,7.86,2.14,16.07,66.26,23.9,88,5.292,1013
Sydney,1772488800,2.77,3.3,7.98,2.1,15.65,67.98,23.9,88,5.292,1013
Sydney,1772492400,2.97,3.53,7.82,2.21,15.88,69.73,23.9,88,5.292,1013
Sydney,1772496000,3.34,3.94,7.79,2.47,16.55,71.83,23.9,88,5.292,1013
Sydney,1772499600,3.88,4.62,7.3,2.89,18.78,74.81,23.9,88,5.292,1013
Sydney,1772503200,4.41,5.45,7.38,3.13,21.28,76.77,23.9,88,5.292,1013
Sydney,1772506800,4.97,6.4,7.32,3.31,27.19,77.82,23.9,88,5.292,1013
Sydney,1772510400,5.26,6.93,6.41,2.83,39.62,76.27,23.9,88,5.292,1013
Sydney,1772514000,5.73,7.77,5.9,2.7,46.51,76.06,23.9,88,5.292,1013
Sydney,1772517600,6.23,8.77,6.46,2.87,47.82,77.16,23.9,88,5.292,1013
Sydney,1772521200,7.08,10.5,7.88,3.23,43.01,79.21,23.9,88,5.292,1013
Sydney,1772524800,8.0,12.28,8.75,3.19,37.28,81.62,23.9,88,5.292,1013
Sydney,1772528400,8.52,13.21,8.32,2.79,33.9,82.27,23.9,88,5.292,1013
Sydney,1772532000,8.66,13.48,7.36,2.4,31.85,81.2,23.9,88,5.292,1013
Sydney,1772535600,8.57,13.31,6.29,2.06,30.41,79.72,23.9,88,5.292,1013
Sydney,1772539200,8.29,12.86,5.18,1.75,28.79,77.98,23.9,88,5.292,1013
Sydney,1772542800,7.88,12.11,4.15,1.45,26.59,75.11,23.9,88,5.292,1013
Sydney,1772546400,7.46,11.27,3.38,1.27,24.9,72.65,23.9,88,5.292,1013
Sydney,1772550000,7.03,10.39,2.81,1.2,23.86,70.5,23.9,88,5.292,1013
Sydney,1772553600,6.44,9.1,2.27,1.16,22.6,68.17,23.9,88,5.292,1013
Sydney,1772557200,5.87,7.9,1.9,1.1,20.89,66.32,23.9,88,5.292,1013
Sydney,1772560800,5.55,7.2,1.88,1.11,19.22,65.49,23.9,88,5.292,1013
Sydney,1772564400,5.26,6.66,2.03,1.11,18.16,65.16,23.9,88,5.292,1013
Sydney,1772568000,5.04,6.27,2.41,1.13,17.35,66.21,23.9,88,5.292,1013
Sydney,1772571600,5.04,6.13,3.03,1.17,16.5,69.08,23.9,88,5.292,1013
Sydney,1772575200,5.39,6.42,3.32,1.28,16.49,72.91,23.9,88,5.292,1013
Sydney,1772578800,6.04,7.11,3.18,1.48,18.41,76.69,23.9,88,5.292,1013
Sydney,1772582400,6.91,8.02,3.72,1.97,24.0,80.8,23.9,88,5.292,1013
Sydney,1772586000,7.3,8.32,4.6,2.65,36.99,82.0,23.9,88,5.292,1013
Sydney,1772589600,8.07,9.32,4.61,2.68,41.29,84.0,23.9,88,5.292,1013
Sydney,1772593200,9.36,11.12,4.78,2.92,44.34,86.18,23.9,88,5.292,1013
Sydney,1772596800,10.95,13.2,4.51,3.11,48.93,87.26,23.9,88,5.292,1013
Sydney,1772600400,12.53,15.16,3.98,3.35,57.27,87.68,23.9,88,5.292,1013
Sydney,1772604000,13.79,16.96,3.72,3.83,65.93,87.84,23.9,88,5.292,1013
Sydney,1772607600,14.75,18.81,3.97,3.48,59.96,89.89,23.9,88,5.292,1013
Sydney,1772611200,15.03,19.55,4.38,2.68,46.06,91.31,23.9,88,5.292,1013
Sydney,1772614800,14.87,19.0,4.17,2.08,36.27,91.69,23.9,88,5.292,1013
Sydney,1772618400,14.34,17.64,3.62,1.68,30.19,89.89,23.9,88,5.292,1013
Sydney,1772622000,13.78,16.39,3.18,1.34,27.13,87.95,23.9,88,5.292,1013
Sydney,1772625600,12.89,14.88,2.79,1.03,26.08,85.38,23.9,88,5.292,1013
Sydney,1772629200,11.73,13.21,2.36,0.77,26.48,81.56,23.9,88,5.292,1013
Sydney,1772632800,10.63,11.84,1.89,0.58,26.46,77.36,23.9,88,5.292,1013
Sydney,1772636400,9.63,10.82,1.5,0.48,26.37,73.16,23.9,88,5.292,1013
Sydney,1772640000,8.47,9.6,1.17,0.39,27.22,69.55,23.9,88,5.292,1013
Sydney,1772643600,7.39,8.47,1.01,0.34,27.07,67.06,23.9,88,5.292,1013
Sydney,1772647200,6.54,7.62,0.95,0.33,26.84,65.64,23.9,88,5.292,1013
Sydney,1772650800,5.91,7.02,0.95,0.33,27.52,65.29,23.9,88,5.292,1013
Sydney,1772654400,5.32,6.33,1.05,0.32,27.03,65.83,23.9,88,5.292,1013
Sydney,1772658000,4.7,5.52,1.19,0.3,25.93,67.27,23.9,88,5.292,1013
Sydney,1772661600,4.23,4.91,1.15,0.31,25.74,68.39,23.9,88,5.292,1013
Sydney,1772665200,4.1,4.75,1.16,0.44,26.62,69.46,23.9,88,5.292,1013
Sydney,1772668800,4.38,5.06,1.27,0.77,31.58,71.13,23.9,88,5.292,1013
Sydney,1772672400,4.43,5.13,1.13,1.13,45.39,73.42,23.9,88,5.292,1013
Sydney,1772676000,4.67,5.42,0.94,1.07,49.44,73.95,23.9,88,5.292,1013
Sydney,1772679600,5.34,6.15,0.87,1.04,52.8,75.18,23.9,88,5.292,1013
Sydney,1772683200,6.21,7.02,0.83,1.0,57.09,76.93,23.9,88,5.292,1013
Sydney,1772686800,7.53,8.31,0.81,1.1,63.75,79.18,23.9,88,5.292,1013
Sydney,1772690400,10.06,10.9,0.93,1.52,75.26,82.74,23.9,88,5.292,1013
Sydney,1772694000,13.96,15.35,1.41,2.15,83.14,87.75,23.9,88,5.292,1013
Sydney,1772697600,18.05,20.81,2.47,2.84,81.74,92.74,23.9,88,5.292,1013
Sydney,1772701200,21.87,26.37,3.69,3.58,79.13,97.93,23.9,88,5.292,1013
Sydney,1772704800,24.77,30.96,4.38,3.4,68.91,101.39,23.9,88,5.292,1013
Sydney,1772708400,26.36,33.67,4.47,2.64,54.41,102.66,23.9,88,5.292,1013
Sydney,1772712000,26.72,34.25,4.34,2.17,43.64,102.09,23.9,88,5.292,1013
Sydney,1772715600,26.1,33.04,4.08,1.86,35.6,99.51,23.9,88,5.292,1013
Sydney,1772719200,25.41,31.35,3.37,1.34,29.39,96.44,23.9,88,5.292,1013
Sydney,1772722800,24.1,29.07,2.59,1.0,26.25,92.21,23.9,88,5.292,1013
Sydney,1772726400,21.73,26.11,1.95,0.91,26.48,87.3,23.9,88,5.292,1013
Sydney,1772730000,19.31,23.43,1.55,0.72,24.79,82.35,23.9,88,5.292,1013
Sydney,1772733600,17.28,21.45,1.39,0.65,23.71,78.02,23.9,88,5.292,1013
Sydney,1772737200,15.33,19.71,1.38,0.65,23.63,75.0,23.9,88,5.292,1013
Sydney,1772740800,13.29,17.74,1.48,0.62,23.27,73.58,23.9,88,5.292,1013
Sydney,1772744400,11.41,15.82,1.75,0.6,24.16,73.92,23.9,88,5.292,1013
Sydney,1772748000,9.82,14.3,1.69,0.65,30.42,74.09,23.9,88,5.292,1013
Sydney,1772751600,8.68,13.04,1.54,0.62,33.15,72.4,23.9,88,5.292,1013
Sydney,1772755200,7.58,11.76,1.35,0.62,36.88,69.93,23.9,88,5.292,1013
Sydney,1772758800,6.07,9.56,1.0,0.64,47.5,68.6,23.9,88,5.292,1013
Sydney,1772762400,5.2,7.79,0.91,0.59,45.84,66.89,23.9,88,5.292,1013
Sydney,1772766000,4.6,6.63,0.87,0.56,43.01,64.99,23.9,88,5.292,1013
Sydney,1772769600,4.09,5.78,0.83,0.53,41.64,63.62,23.9,88,5.292,1013
Sydney,1772773200,3.61,5.12,0.82,0.51,41.8,62.64,23.9,88,5.292,1013
Sydney,1772776800,3.25,4.7,0.84,0.48,42.86,62.09,23.9,88,5.292,1013
Sydney,1772780400,3.09,4.8,0.85,0.44,43.19,61.7,23.9,88,5.292,1013
Sydney,1772784000,3.13,5.28,0.89,0.44,42.28,61.85,23.9,88,5.292,1013
Sydney,1772787600,3.14,5.61,0.89,0.43,41.53,62.06,23.9,88,5.292,1013
Sydney,1772791200,3.13,5.69,0.97,0.38,36.68,61.83,23.9,88,5.292,1013
Sydney,1772794800,3.15,5.76,1.09,0.35,30.77,61.81,23.9,88,5.292,1013
Sydney,1772798400,3.11,5.8,1.16,0.33,27.33,61.6,23.9,88,5.292,1013
Sydney,1772802000,3.03,5.74,1.29,0.38,27.55,61.42,23.9,88,5.292,1013
Sydney,1772805600,2.97,5.65,1.4,0.48,29.31,62.16,23.9,88,5.292,1013
Srinagar,1772413200,40.9,58.97,12.93,1.02,48.08,555.35,19.78,24,0.36000000000000004,1011
Srinagar,1772416800,42.01,62.0,14.71,1.26,44.76,590.34,19.78,24,0.36000000000000004,1011
Srinagar,1772420400,43.63,66.25,15.51,1.56,43.78,646.32,19.78,24,0.36000000000000004,1011
Srinagar,1772424000,44.8,69.31,14.07,1.9,48.09,688.59,19.78,24,0.36000000000000004,1011
Srinagar,1772427600,45.48,71.04,13.86,2.21,55.6,715.54,19.78,24,0.36000000000000004,1011
Srinagar,1772431200,47.96,73.28,13.65,2.69,75.49,713.88,19.78,24,0.36000000000000004,1011
Srinagar,1772434800,27.24,40.57,3.63,4.54,143.6,340.62,19.78,24,0.36000000000000004,1011
Srinagar,1772438400,22.11,32.48,1.94,3.74,150.74,268.94,19.78,24,0.36000000000000004,1011
Srinagar,1772442000,19.71,28.8,1.64,3.12,151.56,242.21,19.78,24,0.36000000000000004,1011
Srinagar,1772445600,18.5,27.44,1.97,2.7,150.01,236.64,19.78,24,0.36000000000000004,1011
Srinagar,1772449200,19.09,28.96,2.92,2.56,143.85,250.67,19.78,24,0.36000000000000004,1011
Srinagar,1772452800,19.31,30.39,4.41,2.53,136.95,268.37,19.78,24,0.36000000000000004,1011
Srinagar,1772456400,19.7,32.22,6.74,2.61,126.44,294.92,19.78,24,0.36000000000000004,1011
Srinagar,1772460000,20.85,35.18,8.57,2.79,115.88,330.39,19.78,24,0.36000000000000004,1011
Srinagar,1772463600,22.36,38.36,9.94,2.98,108.01,365.87,19.78,24,0.36000000000000004,1011
Srinagar,1772467200,23.84,41.08,11.64,2.98,95.24,403.39,19.78,24,0.36000000000000004,1011
Srinagar,1772470800,26.26,45.74,14.1,2.91,81.78,463.23,19.78,24,0.36000000000000004,1011
Srinagar,1772474400,28.3,49.06,16.21,2.68,71.26,515.96,19.78,24,0.36000000000000004,1011
Srinagar,1772478000,29.49,49.5,17.14,2.28,62.63,544.38,19.78,24,0.36000000000000004,1011
Srinagar,1772481600,31.16,50.01,17.2,2.0,57.57,569.6,19.78,24,0.36000000000000004,1011
Srinagar,1772485200,33.1,50.59,16.48,1.83,55.4,583.98,19.78,24,0.36000000000000004,1011
Srinagar,1772488800,34.22,50.15,14.8,1.75,57.01,575.33,19.78,24,0.36000000000000004,1011
Srinagar,1772492400,35.81,50.8,14.07,1.65,56.99,581.51,19.78,24,0.36000000000000004,1011
Srinagar,1772496000,37.74,52.34,13.77,1.59,56.29,591.23,19.78,24,0.36000000000000004,1011
Srinagar,1772499600,41.37,53.98,13.92,2.02,71.74,638.21,19.78,24,0.36000000000000004,1011
Srinagar,1772503200,40.63,54.64,14.45,2.15,71.28,615.68,19.78,24,0.36000000000000004,1011
Srinagar,1772506800,39.19,54.99,16.25,2.51,73.67,600.97,19.78,24,0.36000000000000004,1011
Srinagar,1772510400,37.26,54.2,14.32,3.18,83.67,571.89,19.78,24,0.36000000000000004,1011
Srinagar,1772514000,35.11,52.59,13.11,3.65,93.69,562.79,19.78,24,0.36000000000000004,1011
Srinagar,1772517600,34.95,52.62,12.05,4.11,111.24,561.22,19.78,24,0.36000000000000004,1011
Srinagar,1772521200,25.37,41.64,4.54,4.51,152.32,329.68,19.78,24,0.36000000000000004,1011
Srinagar,1772524800,21.68,39.84,2.26,3.27,155.57,239.88,19.78,24,0.36000000000000004,1011
Srinagar,1772528400,20.39,41.0,1.73,2.41,153.5,205.35,19.78,24,0.36000000000000004,1011
Srinagar,1772532000,20.19,43.51,1.65,1.99,152.84,189.1,19.78,24,0.36000000000000004,1011
Srinagar,1772535600,20.89,46.08,2.08,1.95,150.19,188.17,19.78,24,0.36000000000000004,1011
Srinagar,1772539200,21.22,47.87,2.87,1.97,145.38,190.57,19.78,24,0.36000000000000004,1011
Srinagar,1772542800,21.9,48.99,5.91,2.12,129.59,220.18,19.78,24,0.36000000000000004,1011
Srinagar,1772546400,23.47,51.93,9.97,2.43,109.48,279.86,19.78,24,0.36000000000000004,1011
Srinagar,1772550000,25.41,56.27,13.78,2.71,93.9,347.92,19.78,24,0.36000000000000004,1011
Srinagar,1772553600,26.89,59.2,16.91,2.81,78.92,410.99,19.78,24,0.36000000000000004,1011
Srinagar,1772557200,29.12,63.19,20.52,2.92,68.14,486.93,19.78,24,0.36000000000000004,1011
Srinagar,1772560800,31.34,65.73,24.31,2.91,61.24,560.18,19.78,24,0.36000000000000004,1011
Srinagar,1772564400,32.75,65.23,26.35,2.72,56.65,607.11,19.78,24,0.36000000000000004,1011
Srinagar,1772568000,35.38,66.6,26.98,2.58,54.58,651.25,19.78,24,0.36000000000000004,1011
Srinagar,1772571600,38.61,68.95,26.66,2.45,53.54,685.18,19.78,24,0.36000000000000004,1011
Srinagar,1772575200,41.63,70.87,25.86,2.29,52.68,709.59,19.78,24,0.36000000000000004,1011
Srinagar,1772578800,44.34,72.56,24.6,2.02,52.44,724.72,19.78,24,0.36000000000000004,1011
Srinagar,1772582400,46.11,73.36,22.83,1.72,52.72,721.68,19.78,24,0.36000000000000004,1011
Srinagar,1772586000,46.12,72.54,21.11,1.49,53.65,697.53,19.78,24,0.36000000000000004,1011
Srinagar,1772589600,46.47,74.21,22.03,1.52,51.17,703.75,19.78,24,0.36000000000000004,1011
Srinagar,1772593200,47.77,77.69,23.94,1.66,47.63,749.53,19.78,24,0.36000000000000004,1011
Srinagar,1772596800,47.55,78.42,21.16,1.82,50.34,765.71,19.78,24,0.36000000000000004,1011
Srinagar,1772600400,46.66,77.29,18.75,2.04,59.05,755.14,19.78,24,0.36000000000000004,1011
Srinagar,1772604000,47.13,77.17,17.27,2.29,78.17,741.2,19.78,24,0.36000000000000004,1011
Srinagar,1772607600,34.66,66.19,6.57,3.61,134.84,424.27,19.78,24,0.36000000000000004,1011
Srinagar,1772611200,35.29,68.47,3.45,3.9,147.98,334.25,19.78,24,0.36000000000000004,1011
Srinagar,1772614800,36.0,70.75,2.57,3.76,152.96,298.09,19.78,24,0.36000000000000004,1011
Srinagar,1772618400,33.93,71.79,2.15,3.26,151.75,252.73,19.78,24,0.36000000000000004,1011
Srinagar,1772622000,35.85,74.47,2.87,3.36,151.37,261.74,19.78,24,0.36000000000000004,1011
Srinagar,1772625600,37.92,76.87,4.18,3.58,148.0,282.37,19.78,24,0.36000000000000004,1011
Srinagar,1772629200,40.26,79.18,8.08,3.73,130.44,328.64,19.78,24,0.36000000000000004,1011
Srinagar,1772632800,42.98,83.56,12.69,3.83,106.52,397.26,19.78,24,0.36000000000000004,1011
Srinagar,1772636400,45.02,88.77,16.64,3.85,88.03,463.1,19.78,24,0.36000000000000004,1011
Srinagar,1772640000,45.48,91.07,19.52,3.71,72.66,512.16,19.78,24,0.36000000000000004,1011
Srinagar,1772643600,46.36,93.33,22.25,3.57,62.75,567.59,19.78,24,0.36000000000000004,1011
Srinagar,1772647200,46.83,93.4,24.84,3.34,56.26,618.46,19.78,24,0.36000000000000004,1011
Srinagar,1772650800,46.33,89.95,25.44,2.94,52.13,642.68,19.78,24,0.36000000000000004,1011
Srinagar,1772654400,48.28,90.29,24.52,2.7,51.75,667.13,19.78,24,0.36000000000000004,1011
Srinagar,1772658000,51.97,93.12,22.73,2.6,53.59,689.97,19.78,24,0.36000000000000004,1011
Srinagar,1772661600,55.72,95.72,20.39,2.55,56.66,698.83,19.78,24,0.36000000000000004,1011
Srinagar,1772665200,58.85,97.77,18.1,2.45,59.62,696.05,19.78,24,0.36000000000000004,1011
Srinagar,1772668800,60.84,99.0,16.18,2.32,61.69,682.84,19.78,24,0.36000000000000004,1011
Srinagar,1772672400,60.63,98.64,14.72,2.2,62.86,651.33,19.78,24,0.36000000000000004,1011
Srinagar,1772676000,59.19,98.47,15.23,2.28,62.08,632.89,19.78,24,0.36000000000000004,1011
Srinagar,1772679600,57.56,98.35,17.0,2.52,61.65,633.22,19.78,24,0.36000000000000004,1011
Srinagar,1772683200,54.72,96.16,15.09,2.91,68.27,615.85,19.78,24,0.36000000000000004,1011
Srinagar,1772686800,51.01,91.96,13.46,3.23,79.83,605.41,19.78,24,0.36000000000000004,1011
Srinagar,1772690400,51.65,92.21,11.96,3.57,102.97,601.08,19.78,24,0.36000000000000004,1011
Srinagar,1772694000,43.67,92.76,4.02,4.12,138.93,347.13,19.78,24,0.36000000000000004,1011
Srinagar,1772697600,41.12,91.81,2.18,3.37,143.12,264.27,19.78,24,0.36000000000000004,1011
Srinagar,1772701200,40.2,90.86,1.83,2.84,144.57,237.45,19.78,24,0.36000000000000004,1011
Srinagar,1772704800,40.37,92.03,1.94,2.56,145.48,228.66,19.78,24,0.36000000000000004,1011
Srinagar,1772708400,42.14,93.5,2.64,2.65,145.31,240.83,19.78,24,0.36000000000000004,1011
Srinagar,1772712000,43.18,93.93,3.83,2.72,141.2,255.15,19.78,24,0.36000000000000004,1011
Srinagar,1772715600,44.5,93.34,7.92,2.83,121.85,302.48,19.78,24,0.36000000000000004,1011
Srinagar,1772719200,46.69,95.45,12.75,3.0,98.42,378.42,19.78,24,0.36000000000000004,1011
Srinagar,1772722800,49.0,99.8,16.67,3.13,81.87,453.84,19.78,24,0.36000000000000004,1011
Srinagar,1772726400,50.18,102.24,19.35,3.34,71.66,511.95,19.78,24,0.36000000000000004,1011
Srinagar,1772730000,52.59,106.71,22.01,3.88,69.44,573.17,19.78,24,0.36000000000000004,1011
